Temp,Turbidity,DO,BOD ,CO2,pH,Alkalinity,Hardness ,Calcium ,Ammonia ,Nitrite ,Phosphorus ,H2S ,Plankton ,Water Quality
15.69,18.73,6.3108,5.8745,0.5285,9.3978,151.5898,155.7449,22.4556,0.0379,0.2199,0.0235,0.0108,2021,1
30.78,27.78,5.1661,4.837,8.3823,9.1648,123.9278,159.0495,20.8192,0.0327,0.9973,2.7339,0.0076,4914,1
33.56,26.77,5.6095,3.1233,8.8857,9.3533,191.2438,74.5962,233.8249,0.0409,0.04,2.7549,0.0107,5376,1
32.22,28.47,7.0917,3.067,3.0581,6.2851,33.5738,31.7385,212.4487,0.0426,0.4259,2.9407,0.0097,5547,1
18.02,27.63,7.8575,5.0928,3.8487,6.0841,25.965,150.8147,120.4098,0.0461,0.6696,0.0194,0.0009,5402,1
17.88,17.89,7.8438,5.5867,3.1504,9.4757,139.7038,228.4563,22.9029,0.0487,1.3461,2.5305,0.0055,2891,1
15.27,29.13,5.6947,2.9007,0.865,9.0231,34.4525,49.4819,12.371,0.0336,0.6865,2.8689,0.0024,2010,1
33.74,18.05,6.3614,4.7136,0.9203,6.3582,44.4542,290.7459,24.0981,0.0359,0.0409,2.8374,0.0052,5968,1
32.73,22.4,6.9564,2.1363,8.2472,6.1374,176.7336,197.6795,11.76,0.044,0.8904,0.0219,0.0157,5718,1
34.24,16.49,7.0274,5.7872,1.9106,9.3843,155.3074,261.7187,12.6818,0.0469,1.9521,0.0117,0.0171,5349,1
16.95,16.36,5.5607,3.3622,1.1577,9.4515,45.5899,225.8899,158.9163,0.0448,0.9568,0.0163,0.0101,2889,1
17.14,17.94,5.2823,2.2767,8.5203,9.4257,49.2054,55.2446,143.0774,0.0485,0.8659,0.0222,0.0051,2108,1
15.35,23.33,5.8231,3.4362,8.6431,6.4071,45.0762,44.5836,176.7959,0.0337,0.8501,0.0105,0.0099,2062,1
34.07,26.86,7.1253,3.5493,2.6631,9.1011,47.1162,45.3649,15.0971,0.0341,1.4346,2.1248,0.0179,5637,1
30.54,22.81,6.8829,4.454,8.4187,6.09,37.3858,60.944,161.6342,0.0404,0.2148,2.8962,0.0064,2166,1
19.91,20.18,7.5856,3.7515,4.575,9.4509,33.217,61.8218,20.1423,0.0493,1.7861,2.8039,0.0167,4924,1
32.97,19,7.045,3.0852,9.2242,6.0036,126.7706,55.3005,20.4352,0.0425,0.6933,0.0105,0.0134,5698,1
16.95,23.17,5.4542,2.7773,3.2116,9.0563,25.279,269.1183,124.7766,0.0275,1.4967,0.0158,0.0179,5960,1
19.89,16.48,7.3143,5.7713,3.8112,6.293,38.7289,273.3579,16.7844,0.0437,1.7794,2.8451,0.0174,2070,1
31.37,23.66,7.7221,2.2038,1.9829,9.002,28.0031,52.3929,163.3709,0.0318,0.7946,2.9914,0.0184,5717,1
31.16,17.38,7.1359,5.4807,1.4803,6.219,149.5453,66.8879,10.8278,0.0351,0.8048,0.0123,0.0031,2928,1
30.15,17.75,6.8341,3.3371,4.0674,6.2625,102.1954,32.4654,17.3013,0.033,1.2602,2.838,0.0159,2226,1
30.34,17.33,6.571,5.2075,1.8819,9.3285,44.8386,27.6365,161.2821,0.0326,0.1882,2.1871,0.0183,5529,1
18.13,15.02,7.4913,2.1821,2.6645,9.4246,143.6247,295.4601,167.4618,0.0339,0.1626,0.0232,0.0142,5845,1
19.62,17.25,6.055,2.0116,8.5403,9.3147,127.3909,279.474,147.3406,0.034,1.9503,0.0229,0.0176,5515,1
18.75,28.26,6.9744,4.1708,2.9701,6.2633,43.8833,28.1655,235.5949,0.0472,1.1663,2.7855,0,2686,1
30.94,22.96,7.2082,4.3235,3.502,9.0825,49.9471,43.5336,17.5312,0.0406,1.805,2.4117,0.0147,2531,1
30.42,27.37,5.0422,3.1511,8.5324,6.2268,26.5277,23.5476,16.5513,0.03,1.6818,2.9349,0.0132,2933,1
17.19,15.5,5.0035,5.2744,3.7888,6.0984,107.1744,48.6769,10.3935,0.0418,0.5731,2.6939,0.0018,2320,1
31.61,27.64,7.7354,4.1042,3.0347,6.4441,109.1509,59.421,194.2804,0.0264,0.0989,0.0104,0.0109,2856,1
30.32,19.73,6.4194,4.8387,2.5885,9.039,125.591,50.9147,19.3706,0.0457,1.3264,0.0174,0.0184,5147,1
18.64,26.3,6.2719,5.7224,8.2454,6.2951,35.1354,211.9913,151.6744,0.0481,0.4805,0.014,0.0152,2192,1
31.35,20.3,6.6053,2.644,9.6819,6.1124,148.6561,20.151,16.7205,0.0477,1.9135,0.0185,0.0029,5396,1
31.79,15.16,6.6893,3.6066,3.8674,6.1444,35.9774,173.0348,170.5442,0.0414,1.4925,0.0106,0.0163,4967,1
31.73,28.99,6.5868,5.5252,9.3689,6.2477,149.2177,287.653,122.8926,0.0319,1.0915,0.019,0.0169,2617,1
15.97,29.53,6.0489,4.3142,9.2813,6.4741,26.3263,59.3585,14.2724,0.0462,0.8756,2.3019,0.0088,2468,1
16.31,24.63,5.2663,5.066,1.5314,9.4037,108.7818,203.9326,136.3472,0.0309,1.3919,2.7358,0.0006,5516,1
15.13,21,5.1328,4.5772,8.0556,6.0164,43.9196,74.7041,237.1865,0.0478,0.1463,2.5666,0.0188,4845,1
34.01,27.17,5.0466,5.5794,9.2697,6.3039,135.4575,235.4016,135.7771,0.035,1.9921,0.0252,0,4997,1
15.07,18.13,5.4998,4.4918,1.269,9.1905,172.9227,53.3989,24.9365,0.0309,0.8914,0.0144,0.017,5411,1
17.97,26.75,7.1163,2.1473,8.5709,6.3213,196.8444,52.49,13.5336,0.0298,0.3731,0.0115,0.0044,5661,1
19.96,16.8,7.3666,4.7289,4.5715,9.2396,46.216,66.467,18.5193,0.0318,0.2059,0.0132,0.0131,4929,1
18.81,19.11,6.9315,4.3432,8.6646,9.4597,105.6786,256.9593,115.708,0.0478,0.4662,2.8514,0.0117,2441,1
33.26,23.65,5.7577,4.822,9.4873,9.3523,40.7201,223.6624,202.2883,0.0425,1.5722,2.1097,0.0071,4702,1
32.64,22.04,5.2226,5.5165,8.0503,9.4097,124.9418,264.0546,12.8378,0.0475,1.274,2.3465,0.0004,2027,1
18.62,28.89,5.4484,2.0535,9.4307,9.1053,198.3339,225.9308,125.0768,0.0345,0.0583,0.0296,0.0188,5126,1
15.28,23.03,5.7568,5.1253,9.5167,9.4301,136.8301,44.6074,133.0491,0.028,0.5908,2.1319,0.0016,5625,1
19.62,19.56,7.8177,5.9729,1.3861,9.0741,160.5591,49.1382,184.3772,0.037,1.2451,0.0184,0.0147,5753,1
33.83,23.21,5.946,4.9723,8.0946,6.4656,32.0576,158.6118,22.9803,0.0284,1.3016,0.0297,0.0152,2143,1
19.92,15.02,6.884,2.5845,4.5837,9.0438,31.7607,231.6171,24.8793,0.0347,0.707,0.0172,0.0058,2340,1
18.19,24.51,5.5113,5.5589,0.3291,6.0221,192.156,20.5886,12.0883,0.0357,0.7746,0.027,0.0132,2883,1
15.86,25.29,7.6178,2.8538,9.9522,6.2687,36.3387,30.0196,16.1973,0.0499,1.4486,0.0286,0.0137,2656,1
33.32,21.43,7.9333,2.0192,3.0181,6.4517,25.2353,72.7264,11.564,0.0276,1.4838,2.4999,0.0158,5604,1
33.16,19.62,5.2402,4.7114,8.0799,6.0126,44.7473,193.2015,13.7249,0.0262,1.467,0.0296,0.0008,2529,1
16.25,22.23,6.5378,3.5804,8.48,6.2373,151.8471,62.6214,148.4452,0.0491,0.8092,2.3118,0.0112,2852,1
34.63,28.64,6.7859,3.8371,9.5367,6.259,47.7876,199.9843,135.3613,0.0303,0.6037,2.7365,0.0115,4804,1
15.15,16.54,5.5714,2.889,8.0287,9.2172,118.0843,240.7535,14.9743,0.0259,0.5226,0.0213,0.0045,5534,1
15.84,22.66,5.7509,3.9873,9.4158,9.2978,32.4321,218.9327,23.6054,0.0368,1.3423,0.03,0.0096,2433,1
16.69,16.58,5.3834,3.2871,1.2291,6.33,34.4054,195.7106,11.279,0.0313,1.5621,0.0196,0.0102,2993,1
18.06,28.58,6.6822,3.7271,2.3006,6.2688,101.1129,243.1057,147.0861,0.0296,1.6954,2.4004,0.001,2989,1
19.44,28.72,5.2482,3.4501,9.223,6.4431,34.8096,39.1451,18.8068,0.0262,1.787,0.0285,0.0067,2359,1
33.75,16.97,7.4975,4.7896,3.7891,9.0181,156.8432,241.0514,10.6144,0.0403,0.5247,0.0259,0.0054,2917,1
17.68,18.4,7.9447,4.5028,2.9135,9.3507,191.7825,40.6257,149.6218,0.0322,0.7927,2.9638,0.0136,2451,1
15.83,26.14,6.8316,2.9235,9.0455,6.3837,198.1547,232.3333,24.459,0.0262,0.0406,2.6577,0.0141,2894,1
19.62,18.04,6.5123,2.6803,8.1258,9.2702,28.6947,297.9156,174.2987,0.0284,1.1421,0.0173,0.0149,5897,1
33.44,23.76,6.4451,5.3614,1.6352,9.4003,127.5887,59.4964,11.1878,0.04,1.0187,0.0289,0.0089,2563,1
16.16,16.79,6.1108,5.2212,2.8479,6.3377,193.6284,256.057,193.2517,0.0365,1.1784,0.0162,0.014,2929,1
34.97,20.35,5.6418,3.2254,8.9748,6.0339,111.4112,22.094,23.0511,0.0445,1.7502,0.011,0.0188,4592,1
33.52,17.16,5.1148,4.4209,0.2432,6.1783,122.4815,21.8163,166.712,0.0435,1.6413,0.0176,0.0004,4509,1
30.83,17.66,6.6097,3.1003,9.0843,6.0878,187.9791,60.0371,119.3941,0.0445,0.1494,0.0266,0.0096,5682,1
34.6,16.06,5.1049,4.3401,8.2195,9.2828,37.5506,52.5303,156.4168,0.0285,1.1051,2.7342,0.0162,2940,1
16.56,19.35,6.0761,2.4938,8.8136,6.0973,29.932,47.399,216.737,0.0414,0.5111,2.3318,0.0077,5489,1
31.21,24.45,7.472,3.7673,9.9763,9.0114,101.8731,215.5405,233.9683,0.0488,1.7863,0.0192,0.0153,4701,1
19.67,27.09,5.0737,5.5332,2.9474,6.2854,44.1823,281.5958,148.1443,0.0403,0.1447,2.4785,0.0028,2786,1
34.63,18.47,5.7346,4.9144,3.5022,6.2254,42.0032,258.5967,20.2334,0.0393,1.8694,2.5543,0.0094,5427,1
32.61,29.09,7.4824,3.9907,9.0131,6.1993,158.6479,38.9669,178.5023,0.0492,0.2454,0.0114,0.0125,4578,1
31.22,17.55,7.0029,2.2788,0.5141,9.3786,124.4416,290.7667,237.7661,0.0405,1.4394,2.1443,0.0074,2480,1
18.66,17.86,6.8861,5.1945,1.9772,9.4397,47.4651,161.2403,137.556,0.0314,0.7073,0.0137,0.0054,2568,1
18.52,21.65,5.3315,3.6105,3.9397,6.125,32.8714,155.9424,17.7282,0.0358,0.3738,2.9765,0.0058,5428,1
33.37,20.5,7.5,3.8704,8.4862,9.1563,141.4753,71.0667,228.0094,0.0497,1.7434,0.0167,0.0034,2633,1
18.12,24.34,6.9763,5.3387,3.3332,6.4473,101.6733,273.7362,16.4471,0.0479,0.2529,0.0228,0.0171,2999,1
15.41,16.07,5.9386,2.5064,9.8716,6.2299,33.0417,74.0095,119.9623,0.0468,0.1957,0.016,0.0063,4528,1
18.47,23.49,6.7204,3.6688,3.8817,6.4468,38.4739,21.943,178.5199,0.0276,0.4381,0.0244,0.0159,5083,1
32.18,15.21,7.6041,5.7646,3.1138,6.2632,25.7141,293.0543,12.9777,0.0331,0.9195,2.328,0.0041,2386,1
15.42,18.43,5.1405,2.0576,3.3398,9.463,34.7699,57.6452,18.3077,0.0487,0.5262,0.0116,0.0067,2448,1
16.47,21.39,5.5038,5.812,3.7659,9.1749,102.4977,63.1243,18.6099,0.0263,1.1266,2.5148,0.016,2748,1
18.75,26.89,7.3216,5.9103,4.5919,9.0881,28.9395,48.7102,22.1877,0.0492,0.1126,0.0155,0.0074,4699,1
32.54,20.38,5.8785,5.9776,9.1626,6.4437,29.5047,186.8848,195.2833,0.0362,1.6591,2.4373,0.0078,2518,1
30.02,18.15,6.1888,2.961,2.1528,6.4417,40.5848,169.5401,14.7604,0.0432,1.9562,0.0151,0.0041,4770,1
30.31,24.03,5.2303,5.8144,9.6951,9.058,155.2681,277.5488,159.2998,0.0399,0.9867,2.6201,0.0111,2610,1
34.95,21.51,6.6066,5.4622,8.4749,9.0727,40.6714,169.1714,13.223,0.0318,1.0557,0.0181,0.0167,2079,1
30.56,26.34,7.9918,5.016,9.2341,9.3384,179.682,43.506,117.5628,0.0365,1.1092,2.7148,0.0169,2521,1
33.2,22.58,7.3641,4.7976,8.6999,6.4732,30.7753,258.0892,22.3952,0.0267,0.4803,2.9371,0.0186,5417,1
31.85,27.56,7.8412,2.2446,1.9669,9.1162,132.6877,70.9347,195.4433,0.0303,0.045,2.9796,0.0055,5379,1
15.88,15.4,6.0331,5.4113,9.5244,6.2129,45.3675,23.2415,231.7813,0.0449,1.8819,0.0184,0.0009,2882,1
16.91,26.69,5.9774,2.11,3.7506,6.1323,142.8239,56.1487,11.2427,0.0394,1.9879,2.8156,0.0172,2507,1
32.78,19.96,7.4053,3.3701,0.7788,6.4091,152.1627,67.4851,146.6348,0.0317,1.5604,0.0225,0.0143,2278,1
16.35,22.22,5.5906,3.8532,8.6782,6.0708,43.7353,162.6578,249.3127,0.0449,0.4069,0.0292,0.0118,2817,1
17.11,25.7,7.8573,5.7539,0.4601,6.174,170.9657,179.7428,16.3478,0.0334,1.956,0.0178,0.0041,2934,1
33.12,27.11,7.557,3.8209,9.2444,9.4978,34.1885,295.2576,22.3927,0.0256,1.809,2.6419,0.0134,2348,1
32.5,28.77,7.4568,2.4085,1.0919,6.1304,44.0178,27.3519,249.9392,0.0251,1.8592,2.3556,0.0029,5106,1
16.02,15.09,5.9549,3.8859,8.1287,9.3424,34.7553,31.4139,12.0209,0.0287,1.7907,0.0262,0.0083,5199,1
30.14,26.44,5.1055,3.8967,4.3564,9.3936,177.332,72.4565,114.2134,0.0433,1.443,2.1403,0.004,2395,1
15.93,23.74,5.6596,4.6004,3.4804,9.3721,43.3791,60.395,184.7378,0.0298,0.0784,0.0285,0.0117,2067,1
19.19,19.9,5.4257,2.2188,4.4638,6.472,45.5974,204.1412,135.7696,0.0473,1.7104,0.0229,0.0023,2016,1
30.03,19.73,5.0878,2.038,8.5387,9.1779,36.4272,53.4878,153.8687,0.026,1.4024,0.0159,0.0189,4560,1
16.13,25.18,5.1346,4.0664,0.8816,9.1047,141.8027,152.7931,22.8039,0.0334,0.8031,0.0209,0.0007,5573,1
15.84,17.25,7.1061,3.1455,1.6363,6.3594,35.4732,205.3431,112.0398,0.033,0.7379,0.0152,0.0052,2026,1
33.14,20.13,6.8869,2.514,9.6532,6.0575,44.5453,74.7034,20.5292,0.0278,0.437,2.0018,0.0147,2002,1
15.33,29.6,6.4712,5.8342,4.1675,9.1774,44.3967,34.623,111.0725,0.0277,1.8149,0.02,0.0166,5606,1
18.61,20.39,6.3444,3.902,4.323,9.4622,131.022,259.6143,24.3818,0.0439,0.4976,0.0241,0.0179,4657,1
30.56,28.07,6.1905,5.0203,1.6853,9.4041,31.3184,261.7378,137.1727,0.0441,0.5853,0.0295,0.002,2328,1
31.51,23.92,7.0199,3.4666,8.2893,9.2951,36.9989,54.6336,15.8179,0.0353,1.1546,0.0294,0.0065,2201,1
18.53,24.56,7.0142,3.9691,8.0103,6.2138,114.2745,175.0558,24.3942,0.0394,0.047,2.9209,0.0095,5994,1
31.31,19.65,7.5408,4.5604,9.2377,6.0487,37.5094,156.8616,121.8674,0.0429,1.4427,2.7732,0.009,2584,1
17.1,17.09,7.1042,4.2835,8.9903,6.4171,28.9263,197.2183,18.5639,0.0328,0.8399,2.7883,0.0114,4549,1
18,24.47,6.2288,3.7972,2.643,9.1135,190.5274,28.6104,18.2371,0.0418,0.9536,2.2404,0.0132,2324,1
33,26.99,7.9425,3.0348,0.9234,9.3289,44.1425,232.0552,24.5791,0.0423,1.0056,0.0161,0.0025,2759,1
34.78,22.14,6.16,3.4731,8.1733,6.3837,102.8538,72.6792,24.3077,0.025,0.1101,0.0192,0.0122,4807,1
15.6,21.09,7.9925,5.2278,8.7929,9.06,124.2792,194.6568,128.0382,0.0468,1.9419,2.9021,0.0074,5544,1
17.6,18.1,6.2087,4.7974,9.5494,6.0888,135.7633,59.4874,14.9218,0.036,1.0198,0.0172,0.0043,4998,1
33.99,18.34,5.8695,4.9687,3.1199,6.2096,46.329,226.8356,244.5581,0.0367,0.6252,0.0242,0.002,2812,1
16.67,18.65,5.2888,3.7643,0.4871,6.1761,133.3343,267.9156,11.9705,0.0358,0.3212,0.0115,0.0108,2185,1
17.38,26.34,6.6272,5.4814,8.1278,9.4891,181.0445,173.7142,18.4354,0.0488,0.8377,0.0166,0.0048,2421,1
33.87,28.09,7.9246,2.9129,3.4368,6.1835,35.9487,156.2586,22.1805,0.0396,1.3637,0.0297,0.0046,5810,1
34.74,17.74,7.8282,2.9431,2.0288,6.321,40.8562,20.3862,212.7793,0.0418,1.8813,2.5371,0.0054,5083,1
32.16,28.31,6.5479,3.8572,9.2383,6.1851,126.4204,247.5747,168.6211,0.0412,0.5153,0.0158,0.0185,5127,1
19.36,19.82,6.6806,5.7281,0.0411,6.4793,111.2629,25.0621,16.2078,0.0423,1.3062,0.0112,0.0055,5419,1
17.63,16.67,7.2359,2.2824,9.1125,6.3573,46.5744,39.6076,21.6731,0.0416,0.698,0.0102,0.0171,5061,1
19.62,19.14,6.5306,2.3836,0.2736,6.1179,31.5767,225.4835,157.0857,0.0302,1.3133,0.0208,0.0129,5746,1
19.36,19.44,5.3775,2.3972,4.5321,9.2417,149.3019,43.0675,12.883,0.0379,1.8964,0.0143,0.0155,4529,1
30.98,25.81,6.8674,2.5096,0.7693,6.068,175.0983,151.6092,18.9112,0.0394,1.1753,2.6093,0.0073,5497,1
16.32,16.54,5.7052,4.8561,4.1995,9.2477,32.8839,185.2804,19.282,0.0445,1.8926,0.0203,0.0162,2889,1
33.38,19.94,5.4972,4.1677,2.1393,9.0048,31.3617,213.7953,155.8708,0.0409,1.317,2.5785,0.0002,5921,1
34.13,27.91,5.1323,5.9853,8.2531,6.2062,43.72,190.514,206.2455,0.0493,0.234,2.5822,0.0174,5847,1
34.23,22.84,6.7872,5.4508,8.2877,9.2164,33.7584,67.9216,166.4134,0.037,0.3084,2.5516,0.0127,5864,1
34.64,20.57,6.8322,2.8576,2.5079,9.2205,48.4891,237.3794,12.7399,0.0313,1.8492,2.3401,0.0172,5969,1
30.01,18.77,6.6509,2.9186,8.7409,9.0126,37.0129,177.8281,24.6147,0.0443,0.126,0.0106,0.0175,2129,1
33.02,24.04,7.243,2.1569,8.7155,6.3696,134.6945,195.4173,11.3013,0.0332,1.3294,2.2966,0.0152,5871,1
31.37,24.87,5.2496,4.4746,8.6202,6.1183,25.4958,180.7293,178.2212,0.0334,1.2448,2.9411,0.0165,2553,1
16.56,15.45,7.2253,4.3049,4.6092,6.2627,37.6188,265.4057,180.1236,0.0473,0.4108,0.013,0.0178,2496,1
19.05,17.15,6.9629,4.5357,1.4367,6.1946,32.4281,34.899,109.6378,0.0257,0.0706,2.9418,0.0168,2489,1
32.1,29.99,7.0788,4.2801,9.222,6.2883,34.6346,68.2411,249.6146,0.0423,1.5911,0.0195,0.0035,2993,1
31.1,16.92,6.1532,2.1787,8.7222,9.3733,123.7244,56.9539,10.13,0.0351,0.1822,2.6832,0.0064,4647,1
33.8,22.47,7.0293,4.1703,9.5115,9.4921,139.5597,61.8895,198.4691,0.0372,0.2488,2.3306,0.0101,5225,1
15.63,23.78,5.0332,5.5769,8.407,9.3119,114.3957,44.5109,109.8255,0.0337,0.308,0.0128,0.0059,2984,1
18.63,16.81,7.8951,4.4972,8.3999,9.4805,43.2285,29.5852,18.2698,0.0377,0.3807,0.0297,0.0121,5699,1
18.46,15.36,5.2164,3.216,8.8185,6.3625,40.3313,56.9384,20.1338,0.0476,0.998,2.7108,0.0144,2368,1
32.27,29.24,7.148,5.3429,8.352,9.2763,45.7815,42.2218,217.734,0.0412,1.2038,0.0126,0.0065,5802,1
16.05,24.47,6.3313,3.2669,1.943,9.1213,110.1041,178.6388,196.8759,0.0336,0.5387,2.0743,0.0046,4742,1
18.93,24.78,5.6352,2.5541,8.8906,6.2861,46.0289,72.4132,159.1721,0.0481,0.545,0.0206,0.0055,2364,1
19.66,25.48,7.269,5.6846,8.5368,9.1593,171.6917,24.091,22.7588,0.0472,0.3859,2.2465,0.015,2468,1
15.22,20,6.8694,4.7998,1.3333,9.4942,133.9965,23.59,176.4448,0.0253,0.5504,2.1601,0.0094,2247,1
18.68,26.2,7.1959,5.658,1.0745,9.4006,140.4032,40.6818,24.0931,0.0466,0.2659,2.9165,0.0001,2897,1
17.43,24.73,5.8777,5.239,0.055,6.3146,26.3337,191.7491,245.6659,0.0341,1.126,2.3213,0.0179,2397,1
34.86,29.1,6.7961,2.3044,9.5974,9.4196,131.6012,70.6274,123.6651,0.048,0.7482,2.6526,0.0023,4667,1
15.95,15.25,6.2798,5.1149,9.4499,9.4405,170.953,56.4716,154.7596,0.0395,0.9893,0.0118,0.0126,5294,1
17.65,21.05,5.0093,2.2714,9.4301,6.2555,49.4863,46.0632,15.9822,0.0435,0.4881,0.0166,0.0002,5609,1
34.46,29.01,6.6054,3.0143,9.1411,6.0057,27.602,52.7144,13.2957,0.0498,0.8149,0.0106,0.017,4641,1
30.25,28.81,7.1833,2.5846,9.8975,6.4919,152.2008,29.4419,10.6193,0.0373,1.0692,0.014,0.0105,5538,1
16.8,26.1,5.5632,5.6651,2.2621,9.1476,44.4274,69.9915,118.6146,0.0269,1.6725,2.1012,0.0086,2130,1
32.39,17.86,5.7135,3.14,8.7809,6.4504,39.9284,181.8777,11.5762,0.0306,0.8846,0.03,0.0085,5089,1
17,29.6,5.7499,4.4529,9.224,6.4116,194.548,33.7308,148.1297,0.0436,0.8233,2.9621,0.0096,2658,1
30.32,25.73,7.7025,2.5904,8.5109,9.4777,189.1883,171.7095,182.0662,0.026,1.4284,0.0167,0.0045,5311,1
34.03,19.64,5.495,4.9226,0.5458,9.3901,47.0942,287.896,19.8132,0.0408,1.3075,2.7025,0.0076,2138,1
16.9,26.83,7.1779,5.8074,4.4426,9.1608,34.3041,38.0471,144.9407,0.047,0.4608,2.4603,0.0055,2983,1
32.45,19.68,7.0252,3.0223,4.6843,6.1091,49.7606,225.1545,20.3678,0.0289,0.8028,2.372,0.0093,2836,1
32.06,26.85,7.6631,5.8398,0.8784,6.1696,162.5022,269.698,15.7483,0.0437,1.9314,0.0169,0.0026,5538,1
17.77,28.4,5.2849,2.6795,1.401,6.2325,33.979,246.6077,24.8313,0.0436,1.5478,0.0103,0.0179,2804,1
15.39,15.02,7.498,3.8433,9.3944,9.3218,198.8073,39.6664,16.2182,0.0473,1.8949,2.3297,0.0175,2528,1
33.66,16.74,7.784,3.5908,0.7962,6.088,38.2035,157.6277,20.5847,0.0418,1.1512,0.0279,0.0102,5444,1
16.94,18.2,6.6106,4.1197,9.2708,6.4318,100.4175,20.8526,171.0747,0.0422,1.6133,2.7519,0.0116,5945,1
19.51,20.11,6.7852,5.2127,2.9883,6.2658,199.3902,161.0813,18.7133,0.0265,0.3914,2.9196,0.0152,2808,1
33.65,15.89,5.3684,5.9847,9.4334,9.4003,145.4661,232.143,21.617,0.0315,1.2519,2.6333,0.0168,2515,1
34.93,26.83,7.3003,4.6967,1.0543,6.0026,144.0483,237.2544,248.2118,0.0401,1.426,2.307,0.001,5455,1
17.65,16.22,7.3443,2.4682,9.1516,6.2751,29.0954,150.8443,19.6241,0.0266,1.9748,2.9457,0.008,5368,1
19.76,17.61,6.2037,5.324,8.1408,6.4716,48.6613,214.1814,100.2896,0.04,1.734,0.012,0.0102,4551,1
33.77,26.42,5.1904,3.0519,3.7474,6.3791,31.8553,26.351,135.6367,0.0314,0.0219,0.0231,0.0145,4762,1
32.76,17.75,6.8556,3.6085,0.3673,9.3676,190.6645,49.615,12.6679,0.0473,0.5812,2.1017,0.0132,2631,1
34.63,17.14,6.9321,4.7624,4.8443,9.3471,37.3143,174.0217,16.533,0.0296,1.7189,2.8619,0.0135,5133,1
16.84,26.37,7.8123,3.5081,2.1062,6.4251,199.1011,226.6343,17.018,0.0313,1.9293,2.0074,0.0168,2057,1
15.17,17.69,5.2076,2.249,0.3263,9.4412,39.2107,23.8811,10.5459,0.0365,1.9732,2.7285,0.0023,4849,1
33.68,29.07,5.1083,3.3376,0.8288,9.4378,168.144,199.744,17.0977,0.0302,0.065,0.0162,0.0017,2048,1
18.5,18.12,7.331,2.4692,1.8588,9.3208,25.9478,30.7563,17.9282,0.0369,0.8883,2.5541,0.0063,2974,1
19.1,19.28,5.672,5.2781,4.6414,6.2647,122.5813,173.6272,201.6543,0.046,0.0743,2.1674,0.0124,2707,1
32.6,29.68,6.535,4.2786,2.899,6.2798,36.7252,72.1962,231.8951,0.0268,0.9948,0.0154,0.0049,5421,1
17.22,22.13,5.7348,2.8064,2.7616,9.4644,41.2407,62.8355,13.3424,0.0279,0.9866,2.4023,0.0051,2091,1
16.62,19.04,7.7702,5.5763,8.4423,6.3042,26.239,51.5106,20.4853,0.0398,0.148,2.2817,0.0014,2742,1
19.87,15.61,6.1011,4.2153,8.0611,6.3464,169.0275,28.4414,13.5798,0.0332,1.5824,0.0282,0.0043,2881,1
30.37,26.32,6.9508,4.4759,3.1679,9.0059,155.3549,48.3614,24.8766,0.0302,0.2541,2.6849,0.0187,5176,1
33.17,18.68,6.6107,5.2673,1.3954,9.3978,39.6021,55.073,150.1791,0.0281,0.304,0.0299,0.0157,2723,1
16.76,28.57,5.5128,3.4027,2.023,9.3239,145.3246,184.5639,14.1526,0.0455,0.5481,2.1131,0.0171,5167,1
30.61,21.91,5.0709,2.2213,8.2352,6.141,131.9015,253.6797,10.1001,0.0496,0.2859,2.8749,0.0066,2973,1
17.19,25.83,6.875,4.5711,2.2487,6.0489,133.7328,41.5869,233.4273,0.0431,0.2939,2.2328,0.0049,5780,1
33.76,15.88,5.4095,2.7314,8.9246,9.0514,159.939,21.3645,16.8163,0.0362,1.8852,2.942,0.0041,2826,1
33.16,15.18,5.341,4.5168,8.3604,9.0443,34.8378,59.7911,21.9462,0.0413,1.9833,0.0194,0.0147,5946,1
33.98,21,5.1384,4.5946,8.1454,9.4668,112.8248,176.6365,23.9527,0.0262,1.4201,2.7205,0.0105,5354,1
33.16,29.93,6.7163,3.5844,9.6234,6.4265,110.4573,153.9593,219.6994,0.0292,1.8136,0.0195,0.0176,4945,1
30.22,29.03,6.6484,2.9884,1.2855,9.4318,183.233,236.5341,15.4329,0.0327,1.7314,2.0616,0.0084,2340,1
33.81,25.86,5.0208,3.3085,3.863,6.1652,173.7775,226.8489,17.0297,0.0429,0.2161,0.0179,0.002,5637,1
33.32,29.11,6.8257,5.1968,9.8651,6.2161,150.6607,56.0927,157.1216,0.0426,0.0219,0.0228,0.0183,2536,1
16.68,19.16,7.9121,2.3264,3.848,9.4314,182.5903,158.1685,174.6691,0.0252,0.759,2.2934,0.0054,5510,1
30.69,20.92,6.8055,2.4978,3.6577,9.2058,39.7158,247.1894,242.7377,0.0441,0.3599,0.0136,0.0183,2895,1
19.34,18.58,6.4487,2.4485,1.0596,9.215,198.0096,176.0925,105.7872,0.0455,1.5033,2.0069,0.0069,2678,1
30.9,26.64,7.6227,2.1908,9.7477,6.2348,33.8141,47.5723,17.6897,0.0383,1.3658,2.136,0.0138,2925,1
34.35,16.01,5.7236,4.3452,9.5521,6.4955,31.4527,43.3117,207.4573,0.0385,0.624,2.8382,0.0009,5557,1
31.44,22.44,6.1523,3.6176,9.8683,6.0487,39.1191,73.0521,17.0878,0.0469,1.694,0.0292,0.0073,2654,1
30.46,16.31,7.5691,3.5804,3.1372,6.1704,136.5282,230.4561,177.8135,0.039,0.7542,0.0298,0.0085,5740,1
